type,bom_ref,group,name,version,description,algorithm,hash_text,license_id,purl,website,issueTracker,vcs
library,is-core-module@2.13.1,,is-core-module,2.13.1,Is this specifier a node.js core module?,SHA-512,847ac88ef66c7ed3acbca4a7d9345897adf3bf1b201342bed2660ca07ea00f8a264792160762b29e2bc141cce8dfec05d5c0a48f3be9b6723d434b0f53aea297,MIT,pkg:npm/is-core-module@2.13.1,https://github.com/inspect-js/is-core-module,https://github.com/inspect-js/is-core-module/issues,git+https://github.com/inspect-js/is-core-module.git
library,validate-npm-package-license@3.0.4,,validate-npm-package-license,3.0.4,Give me a string and I'll tell you if it's a valid npm package license string,SHA-512,0e92a6d948bfc4deff1d0282b69671a11581859f59d24aadca01bc5c280d43c6650e7c6e4265a18f9eba8fc7cde02bb7fc999b86c0e8edf70026ae2cf61dbb13,Apache-2.0,pkg:npm/validate-npm-package-license@3.0.4,https://github.com/kemitchell/validate-npm-package-license.js#readme,https://github.com/kemitchell/validate-npm-package-license.js/issues,git+https://github.com/kemitchell/validate-npm-package-license.js.git
library,spdx-correct@3.2.0,,spdx-correct,3.2.0,correct invalid SPDX expressions,SHA-512,90df5d25bbe7c921d42c896e0c7cb7d961d152edce83b07db1b63bb6c14b72d42422a9cc877844ad881d3234d8baa99c5d7fa52b94f596752ddc6ef336cc2664,Apache-2.0,pkg:npm/spdx-correct@3.2.0,https://github.com/jslicense/spdx-correct.js#readme,https://github.com/jslicense/spdx-correct.js/issues,git+https://github.com/jslicense/spdx-correct.js.git
library,sigstore@1.9.0,,sigstore,1.9.0,code-signing for npm packages,SHA-512,d198f3d287b7eddd3c55e3ad048b81e9c46b8aa5ec7b67bcc3eef2232d974978ec8512b16dcd8a9215e32f6dbd8d74b1126ed46dc8d2efac1c24319075d548f4,Apache-2.0,pkg:npm/sigstore@1.9.0,https://github.com/sigstore/sigstore-js/tree/main/packages/client#readme,https://github.com/sigstore/sigstore-js/issues,git+https://github.com/sigstore/sigstore-js.git
library,@sigstore/bundle@1.1.0,@sigstore,bundle,1.1.0,Sigstore bundle type,SHA-512,3c5bad5c4cb44a6431608e2d7b13f0ddd77629ec2e36abfb3ae2b5645b58d9f33be78ca1bc6d8a760c088519e8104dae1ddb5d18d43cb3495bf78756f6c10ba2,Apache-2.0,pkg:npm/%40sigstore/bundle@1.1.0,https://github.com/sigstore/sigstore-js/tree/main/packages/bundle#readme,https://github.com/sigstore/sigstore-js/issues,git+https://github.com/sigstore/sigstore-js.git
library,@sigstore/protobuf-specs@0.2.1,@sigstore,protobuf-specs,0.2.1,code-signing for npm packages,SHA-512,5d3595c67589bbe735a02b2130bc272afcfc6502490d53a572231f82924141b4e1563293086f1dc328602e78010f628dd1aa7d17f80e57cac50c4c7cba1ed1d8,Apache-2.0,pkg:npm/%40sigstore/protobuf-specs@0.2.1,https://github.com/sigstore/protobuf-specs#readme,https://github.com/sigstore/protobuf-specs/issues,git+https://github.com/sigstore/protobuf-specs.git
library,@sigstore/sign@1.0.0,@sigstore,sign,1.0.0,Sigstore signing library,SHA-512,20dc4554d42d78bb5c7c699ca2577357a25ed2c6db7e1f48d7a0cce3224fc378f9f9314ff17eae222035f26be911af72c9ec9c00a80f98e0375fd8557554cf50,Apache-2.0,pkg:npm/%40sigstore/sign@1.0.0,https://github.com/sigstore/sigstore-js/tree/main/packages/sign#readme,https://github.com/sigstore/sigstore-js/issues,git+https://github.com/sigstore/sigstore-js.git
library,@sigstore/tuf@1.0.3,@sigstore,tuf,1.0.3,Client for the Sigstore TUF repository,SHA-512,d9b468bf3b349c9645942377ad78ab138830c429fdec9363326c2979caa56e057d59cc57ed646e22b833c7f5fb21becc6116f2513a41604d2cdb1e809995e796,Apache-2.0,pkg:npm/%40sigstore/tuf@1.0.3,https://github.com/sigstore/sigstore-js/tree/main/packages/tuf#readme,https://github.com/sigstore/sigstore-js/issues,git+https://github.com/sigstore/sigstore-js.git
library,tuf-js@1.1.7,,tuf-js,1.1.7,JavaScript implementation of The Update Framework (TUF),SHA-512,8b73fd2a0c37cad8c42d47e9b8a54334126f938bb96d72fa82c92fe7bda671ebcf6d2282577cedddd8e19a5110eb9c8446321b3929dccbb53871025a0750810a,MIT,pkg:npm/tuf-js@1.1.7,https://github.com/theupdateframework/tuf-js/tree/main/packages/client#readme,https://github.com/theupdateframework/tuf-js/issues,git+https://github.com/theupdateframework/tuf-js.git
library,@tufjs/models@1.0.4,@tufjs,models,1.0.4,TUF metadata models,SHA-512,a9a195f65b493f410edb961f1543e1c5154ad1ebd714800689cb155ee4629b811df5c8cfc5884d9cd278f521666de2e0b71a6c948917df5ec88297dc1cf563fc,MIT,pkg:npm/%40tufjs/models@1.0.4,https://github.com/theupdateframework/tuf-js/tree/main/packages/models#readme,https://github.com/theupdateframework/tuf-js/issues,git+https://github.com/theupdateframework/tuf-js.git
library,@tufjs/canonical-json@1.0.0,@tufjs,canonical-json,1.0.0,OLPC JSON canonicalization,SHA-512,4139dffbebb1ba75af1b6cf750537302840f1f19d25cec2d688de227e02886157ee6f38db80acf8c913b68f5cf5577d726caab55b641bbd6fcd4026849dd3d21,MIT,pkg:npm/%40tufjs/canonical-json@1.0.0,https://github.com/theupdateframework/tuf-js/packages/canonical-json#readme,https://github.com/theupdateframework/tuf-js/issues,git+https://github.com/theupdateframework/tuf-js.git
library,parse-github-url@1.0.2,,parse-github-url,1.0.2,Parse a github URL into an object.,SHA-512,92005fe9abc26cedc29faf919f34462e452cbf8655aaffd57c062446cc8172092c84dbd5064467d45119716d096fe9e95d05a6daf1cf9e73aa16d799c5144637,MIT,pkg:npm/parse-github-url@1.0.2,https://github.com/jonschlinkert/parse-github-url,https://github.com/jonschlinkert/parse-github-url/issues,git+https://github.com/jonschlinkert/parse-github-url.git
library,progress@2.0.3,,progress,2.0.3,Flexible ascii progress bar,SHA-512,ecf887b4b965e4b767288330d74d08fbcc495d1e605b6430598913ea226f6b46d78ad64a6bf5ccad26dd9a0debd979da89dcfd42e99dd153da32b66517d57db0,MIT,pkg:npm/progress@2.0.3,https://github.com/visionmedia/node-progress#readme,https://github.com/visionmedia/node-progress/issues,git://github.com/visionmedia/node-progress.git
library,prompts-ncu@3.0.0,,prompts-ncu,3.0.0,Lightweight~ beautiful and user-friendly prompts,SHA-512,ab2cfd5316793253ca595856ac29926756a19b619561d8cb6fca20dac83420fb61d4a46e85c8201c6ba28f3d1ee35764c77e69d6dd6adc64484861fb40600b14,MIT,pkg:npm/prompts-ncu@3.0.0#ncu,https://github.com/raineorshine/prompts/tree/ncu#readme,https://github.com/raineorshine/prompts/issues,git+https://github.com/raineorshine/prompts.git#ncu
library,kleur@4.1.5,,kleur,4.1.5,The fastest Node.js library for formatting terminal text with ANSI colors~!,SHA-512,a3e34efbc5ab462404138ffb9f044984dd475a9566266e75d690475313cbb69d015084b3941a653916129937250a726f42adad2aefec825df156991ced95ae41,MIT,pkg:npm/kleur@4.1.5,https://github.com/lukeed/kleur#readme,https://github.com/lukeed/kleur/issues,git+https://github.com/lukeed/kleur.git
library,sisteransi@1.0.5,,sisteransi,1.0.5,ANSI escape codes for some terminal swag,SHA-512,6cb186951d50c417329e7d9de589835f83068e566fcb631104344d1cb27c548ea5ebef45522c9314d27422f78e48fd1b7178150cf45c7c6a80d298daa94a5f56,MIT,pkg:npm/sisteransi@1.0.5,https://github.com/terkelg/sisteransi#readme,https://github.com/terkelg/sisteransi/issues,git+https://github.com/terkelg/sisteransi.git
library,rc-config-loader@4.1.3,,rc-config-loader,4.1.3,load config file from .{product}rc.{json~yml~js},SHA-512,903ec5a8c2fb97cd348baa52ea9bcbc881369dc6e4f43bbc434829ff884c3e1254e99c40a64a0b7060fc65eaa088095fc19e819444eaeaaa9efb5d8350bdb4ef,MIT,pkg:npm/rc-config-loader@4.1.3,https://github.com/azu/rc-config-loader,https://github.com/azu/rc-config-loader/issues,git+https://github.com/azu/rc-config-loader.git
library,json5@2.2.3,,json5,2.2.3,JSON for Humans,SHA-512,5e63967bb7b21d81f5e1c2dd54fa3283e18e1f7ad85fef8aa73af2949c125bdf2ddcd93e53c5ce97c15628e830b7375bf255c67facd8c035337873167f16acca,MIT,pkg:npm/json5@2.2.3,http://json5.org/,https://github.com/json5/json5/issues,git+https://github.com/json5/json5.git
library,remote-git-tags@3.0.0,,remote-git-tags,3.0.0,Get tags from a remote Git repo,SHA-512,0bd8403b87a812c5fe397038ae56baea95d943e4cb43c4fd76db60423d7ccae2a53cc4d590891d617be5302e7922e52c22457a0e9990622d7424a14b694fa5ef,MIT,pkg:npm/remote-git-tags@3.0.0,https://github.com/sindresorhus/remote-git-tags#readme,https://github.com/sindresorhus/remote-git-tags/issues,git+https://github.com/sindresorhus/remote-git-tags.git
library,rimraf@5.0.5,,rimraf,5.0.5,A deep deletion module for node (like `rm -rf`),SHA-512,0aa0da916fa131efc1cf6d3614f1329b2ebc3fe1b9d117cc40af90a39614a9cf523e2a6f6c68c218a7744522847a56ec7d0bb0de0e4d6434ab95964026eac7d4,ISC,pkg:npm/rimraf@5.0.5,https://github.com/isaacs/rimraf#readme,https://github.com/isaacs/rimraf/issues,git://github.com/isaacs/rimraf.git
library,semver-utils@1.1.4,,semver-utils,1.1.4,Tools for manipulating semver strings and objects,SHA-512,1239e82c4e4e1a60c0555ffc603a0de4a89a8cd69d8f3229f410073a161e407b7b8f4516c639a0b31e180f8f30a7851ed50a20ab7f05d4635424da85d6428ac4,,pkg:npm/semver-utils@1.1.4,https://git.coolaj86.com/coolaj86/semver-utils.js,,git://git.coolaj86.com/coolaj86/semver-utils.js.git
library,source-map-support@0.5.21,,source-map-support,0.5.21,Fixes stack traces for files with source maps,SHA-512,b811d4dcbddccec232617297f3c7ddac6a2fc5d482a13183459e92617b524712d95331e0e4fffae87b7aba85251eef4466877e8a75e12a8dea420c17513ff2d7,MIT,pkg:npm/source-map-support@0.5.21,https://github.com/evanw/node-source-map-support#readme,https://github.com/evanw/node-source-map-support/issues,git+https://github.com/evanw/node-source-map-support.git
library,buffer-from@1.1.2,,buffer-from,1.1.2,,SHA-512,13e5d0091c126da6a20a1b6fea4e83c2073e6f1f81b3abee2891c7979928c7f05a29b8625f3a903b02b870edb6c84946a763829a3c15853dc79b18323c69c97d,MIT,pkg:npm/buffer-from@1.1.2,https://github.com/LinusU/buffer-from#readme,https://github.com/LinusU/buffer-from/issues,git+https://github.com/LinusU/buffer-from.git
library,spawn-please@2.0.2,,spawn-please,2.0.2,Promisified child_process.spawn. *Supports stdin* *Rejects on stderr*,SHA-512,28cf1ca1eccee88490f3d735073c9636d727d95da4015b7021777770dfd5e5ad313d873517fbf276b45cd35c2c285110fe9f95d5ae2cc38cf6c8c213217ae01b,ISC,pkg:npm/spawn-please@2.0.2,https://github.com/raineorshine/spawn-please#readme,https://github.com/raineorshine/spawn-please/issues,git+https://github.com/raineorshine/spawn-please.git
library,untildify@4.0.0,,untildify,4.0.0,Convert a tilde path to an absolute path: `~/dev` → `/Users/sindresorhus/dev`,SHA-512,28af314359a4cd97a0f629dec261550cd920de5e4b521a2af6437a896601fc20bd60c1bc1c0f9cd50f07c037ba7445fb904aeb11535504eddf5ac56ae620e0b7,MIT,pkg:npm/untildify@4.0.0,https://github.com/sindresorhus/untildify#readme,https://github.com/sindresorhus/untildify/issues,git+https://github.com/sindresorhus/untildify.git
library,update-notifier@6.0.2,,update-notifier,6.0.2,Update notifications for your CLI app,SHA-512,103c614c454f65944b598709e195e3185374a0feea62f6d75b3120466fd8aa5e1d1d7e700dbbe1f3d6073fa3cad65cd9258accb5752e659cfc5c62be53a535a2,BSD-2-Clause,pkg:npm/update-notifier@6.0.2,https://github.com/sindresorhus/xdg-basedir#readme,https://github.com/sindresorhus/xdg-basedir/issues,git+https://github.com/sindresorhus/xdg-basedir.git
library,update-notifier@6.0.2|chalk@5.3.0,,chalk,5.3.0,Terminal string styling done right,SHA-512,74b8ad1bbf5df8657535bfd561c083162bc978ad618ae92df508d13553ac52d4f2d6b475609b26a46193677a89a2cfaec3b5a6585e3053005df63c63a1c142db,MIT,pkg:npm/chalk@5.3.0,https://github.com/chalk/chalk#readme,https://github.com/chalk/chalk/issues,git+https://github.com/chalk/chalk.git
library,update-notifier@6.0.2|xdg-basedir@5.1.0,,xdg-basedir,5.1.0,Get XDG Base Directory paths,SHA-512,1823c01cbbeb207d77f9cd12b9a730bd1623d92c495d0e246954d3e7180bde43ebcf9e97c64176d481a18d2135f96d1ac3b8290564465cb08f9cf6f2ea54a999,MIT,pkg:npm/xdg-basedir@5.1.0,https://github.com/sindresorhus/xdg-basedir#readme,https://github.com/sindresorhus/xdg-basedir/issues,git+https://github.com/sindresorhus/xdg-basedir.git
library,boxen@7.1.1,,boxen,7.1.1,Create boxes in the terminal,SHA-512,da10a08c498ff182d6435df49f615eac6bfbad8a5f0669e6a7d532d8b7b5be07ba5f781921f4a61333f94130c4945c5cbd57179449fc02ae8c53f3d9ca020ea2,MIT,pkg:npm/boxen@7.1.1,https://github.com/sindresorhus/type-fest#readme,https://github.com/sindresorhus/type-fest/issues,git+https://github.com/sindresorhus/type-fest.git
library,boxen@7.1.1|camelcase@7.0.1,,camelcase,7.0.1,Convert a dash/dot/underscore/space separated string to camelCase or PascalCase: `foo-bar` → `fooBar`,SHA-512,c65c75c822b639cd403ec3d70cbd8b76534febebaef0e0837613814954f6efd33f4becbbe4edf40b656e0fc4f6a2075e3c1065ecf7cf178e74e2d9cb817df37f,MIT,pkg:npm/camelcase@7.0.1,https://github.com/sindresorhus/camelcase#readme,https://github.com/sindresorhus/camelcase/issues,git+https://github.com/sindresorhus/camelcase.git
library,boxen@7.1.1|chalk@5.3.0,,chalk,5.3.0,Terminal string styling done right,SHA-512,74b8ad1bbf5df8657535bfd561c083162bc978ad618ae92df508d13553ac52d4f2d6b475609b26a46193677a89a2cfaec3b5a6585e3053005df63c63a1c142db,MIT,pkg:npm/chalk@5.3.0,https://github.com/chalk/chalk#readme,https://github.com/chalk/chalk/issues,git+https://github.com/chalk/chalk.git
library,boxen@7.1.1|type-fest@2.19.0,,type-fest,2.19.0,A collection of essential TypeScript types,SHA-512,4401fcdb6a4074181c34c01f5a708153708565c7d9fe2d5e663c0553f76c2caba6caeb8fde78ae7a0d9402e917605d04d8002873cd994927fd2745900629f31c,,pkg:npm/type-fest@2.19.0,https://github.com/sindresorhus/type-fest#readme,https://github.com/sindresorhus/type-fest/issues,git+https://github.com/sindresorhus/type-fest.git
library,ansi-align@3.0.1,,ansi-align,3.0.1,align-text with ANSI support for CLIs,SHA-512,20e7f0c0117989ccce8e9fd6798e18c728ea005310a19b9f750583775f52104c5b54b357aafa73489fcced96b8fec08f990d3e191aaea00edb19c20d7317b0eb,ISC,pkg:npm/ansi-align@3.0.1,https://github.com/chalk/strip-ansi#readme,https://github.com/chalk/strip-ansi/issues,git+https://github.com/chalk/strip-ansi.git
library,ansi-align@3.0.1|string-width@4.2.3,,string-width,4.2.3,Get the visual width of a string - the number of columns required to display it,SHA-512,c0ac90450a63274b08a7ad84ad265d1ac8cc256b1aa79a1136284786ee86ec954effd8c807a5327af2feb57b8eaab9e0f23fdcc4a4d6c96530bd24eb8a2673fe,MIT,pkg:npm/string-width@4.2.3,https://github.com/sindresorhus/string-width#readme,https://github.com/sindresorhus/string-width/issues,git+https://github.com/sindresorhus/string-width.git
library,ansi-align@3.0.1|emoji-regex@8.0.0,,emoji-regex,8.0.0,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,SHA-512,3128d8cdc58d380d1ec001e9cf4331a5816fc20eb28f2d4d1b7c6d7a8ab3eb8e150a8fd13e09ebd7f186b7e89cde2253cd0f04bb74dd335e126b09d5526184e8,MIT,pkg:npm/emoji-regex@8.0.0,https://mths.be/emoji-regex,https://github.com/mathiasbynens/emoji-regex/issues,git+https://github.com/mathiasbynens/emoji-regex.git
library,ansi-align@3.0.1|strip-ansi@6.0.1,,strip-ansi,6.0.1,Strip ANSI escape codes from a string,SHA-512,637f153d21dcaa416b0a916743dbee4979aabaebf9a1738aa46793e9a1abaf7a3719cf409556ba2417d448e0a76f1186645fbfd28a08ecaacfb944b3b54754e4,MIT,pkg:npm/strip-ansi@6.0.1,https://github.com/chalk/strip-ansi#readme,https://github.com/chalk/strip-ansi/issues,git+https://github.com/chalk/strip-ansi.git
library,cli-boxes@3.0.0,,cli-boxes,3.0.0,Boxes for use in the terminal,SHA-512,fe5cc6a4458bffc3df23406604e3d1c29d1cff014d5f545d50c2f78cafd1712040f53f26643750a6a6012ad0854ce7d06f03ea5843a98ea5be1676b2734f7af6,MIT,pkg:npm/cli-boxes@3.0.0,https://github.com/sindresorhus/cli-boxes#readme,https://github.com/sindresorhus/cli-boxes/issues,git+https://github.com/sindresorhus/cli-boxes.git
library,widest-line@4.0.1,,widest-line,4.0.1,Get the visual width of the widest line in a string - the number of columns required to display it,SHA-512,a34732106d1ef063f34f88861e98483a1d1c24e57c7e2bec5f175d41ab073c77e865fd597b1adf780db5c3635a10dd511c4f9f5e57c84a6384f11f4ddeedd08a,MIT,pkg:npm/widest-line@4.0.1,https://github.com/sindresorhus/widest-line#readme,https://github.com/sindresorhus/widest-line/issues,git+https://github.com/sindresorhus/widest-line.git
library,configstore@6.0.0,,configstore,6.0.0,Easily load and save config without having to think about where and how,SHA-512,703df55b5bf71aa52542f6c108671799dd8d8fd4af2c338fd68434605b8b113b9fcd23da2a9d75ad806c48e9bbac2b16dce9c844014cdcec5185c79a5cd60790,BSD-2-Clause,pkg:npm/configstore@6.0.0,https://github.com/sindresorhus/xdg-basedir#readme,https://github.com/sindresorhus/xdg-basedir/issues,git+https://github.com/sindresorhus/xdg-basedir.git
library,configstore@6.0.0|dot-prop@6.0.1,,dot-prop,6.0.1,Get~ set~ or delete a property from a nested object using a dot path,SHA-512,b44ef3b58cd71c87b2bdcecdfa1477a22ec521b7ff3488d53fd86602ddf2317ceb434ef6fdfa6318bc761b13711b1525e55ef7304a98ce2a0e32856118c27970,MIT,pkg:npm/dot-prop@6.0.1,https://github.com/sindresorhus/dot-prop#readme,https://github.com/sindresorhus/dot-prop/issues,git+https://github.com/sindresorhus/dot-prop.git
library,configstore@6.0.0|xdg-basedir@5.1.0,,xdg-basedir,5.1.0,Get XDG Base Directory paths,SHA-512,1823c01cbbeb207d77f9cd12b9a730bd1623d92c495d0e246954d3e7180bde43ebcf9e97c64176d481a18d2135f96d1ac3b8290564465cb08f9cf6f2ea54a999,MIT,pkg:npm/xdg-basedir@5.1.0,https://github.com/sindresorhus/xdg-basedir#readme,https://github.com/sindresorhus/xdg-basedir/issues,git+https://github.com/sindresorhus/xdg-basedir.git
library,is-obj@2.0.0,,is-obj,2.0.0,Check if a value is an object,SHA-512,76ba831b771b733c7110946839770e8ed769d49fe5ca9d66367d316b39d1b3cfa6b8186041cae76eca68c795f97cec341e73276df0f3be710c12da83109128f3,MIT,pkg:npm/is-obj@2.0.0,https://github.com/sindresorhus/is-obj#readme,https://github.com/sindresorhus/is-obj/issues,git+https://github.com/sindresorhus/is-obj.git
library,unique-string@3.0.0,,unique-string,3.0.0,Generate a unique random string,SHA-512,5465c1515c3128c054ce7c9f7d0c1e40004f4515b5bc76406da74566e778a4b140a911afbfff7abda7e08d616ace8babcebf18a2795088f807d180897dac2819,MIT,pkg:npm/unique-string@3.0.0,https://github.com/sindresorhus/unique-string#readme,https://github.com/sindresorhus/unique-string/issues,git+https://github.com/sindresorhus/unique-string.git
library,crypto-random-string@4.0.0,,crypto-random-string,4.0.0,Generate a cryptographically strong random string,SHA-512,c7c772dd19ef61d95470f3a39041eaa33862c3328d4aaec670fb9715b9f230e087c57f15dce80883fa58b9a6e5dac6d43df20969e01007b3cc38af0314876844,MIT,pkg:npm/crypto-random-string@4.0.0,https://github.com/sindresorhus/type-fest#readme,https://github.com/sindresorhus/type-fest/issues,git+https://github.com/sindresorhus/type-fest.git
library,crypto-random-string@4.0.0|type-fest@1.4.0,,type-fest,1.4.0,A collection of essential TypeScript types,SHA-512,c864b36bbe31934506f24fa92e1e687a8622aef2225a8e6dd3fa37cc71c03b6b510e265cc563fb7f2c0d95786a6fafebeac5afc22f91b3240c5a154b7b8055b8,,pkg:npm/type-fest@1.4.0,https://github.com/sindresorhus/type-fest#readme,https://github.com/sindresorhus/type-fest/issues,git+https://github.com/sindresorhus/type-fest.git
library,write-file-atomic@3.0.3,,write-file-atomic,3.0.3,Write files in an atomic fashion w/configurable ownership,SHA-512,02f1dcc99e499d27eade2a12ca3ac1907f725b89bb03293cffd332fc30fda2729ebbff787f0acca1c7a63b64002450259e70cdf990d2f998c0479b9ad7f3d5fd,ISC,pkg:npm/write-file-atomic@3.0.3,https://github.com/tapjs/signal-exit,https://github.com/tapjs/signal-exit/issues,git+https://github.com/tapjs/signal-exit.git
library,write-file-atomic@3.0.3|signal-exit@3.0.7,,signal-exit,3.0.7,when you want to fire an event no matter how a process exits.,SHA-512,c270f6644fa5f923c2feea12d2f5de13d2f5fb4c2e68ca8a95fcfd00c528dfc26cc8b48159215c1d1d51ae2eb62d9735daf2ebd606f78e5ee2c10860c2901b19,ISC,pkg:npm/signal-exit@3.0.7,https://github.com/tapjs/signal-exit,https://github.com/tapjs/signal-exit/issues,git+https://github.com/tapjs/signal-exit.git
library,has-yarn@3.0.0,,has-yarn,3.0.0,Check if a project is using Yarn,SHA-512,22bb15c141e11142f1dd1f1ffda03c007b84cc0a2ba65b1a6ffbfc1c1cc4888ba4c2ae62fc40bec66396f877cfd4e6833fed899204f5c882c73763b750521b70,MIT,pkg:npm/has-yarn@3.0.0,https://github.com/sindresorhus/has-yarn#readme,https://github.com/sindresorhus/has-yarn/issues,git+https://github.com/sindresorhus/has-yarn.git
library,import-lazy@4.0.0,,import-lazy,4.0.0,Import a module lazily,SHA-512,acab6fa3a6bcebc6f91eede17a7794f8be32110e2360a2ed8e99cf79474aee1d32cd71a6c814f2a649e5902bc7141a9f5fd625a2b12230ce839eaff96ad7c793,MIT,pkg:npm/import-lazy@4.0.0,https://github.com/sindresorhus/import-lazy#readme,https://github.com/sindresorhus/import-lazy/issues,git+https://github.com/sindresorhus/import-lazy.git
library,is-ci@3.0.1,,is-ci,3.0.1,Detect if the current environment is a CI server,SHA-512,658bc282b79fc2aa10eb24f26146d0bbae07b084d9dcd7ca5f597368461d9130dc7cacf3088ff0b6145160a91d8c72855603625ca00a9bae59a35a64d9ab3f41,MIT,pkg:npm/is-ci@3.0.1,https://github.com/watson/is-ci,https://github.com/watson/is-ci/issues,git+https://github.com/watson/is-ci.git
library,ci-info@3.9.0,,ci-info,3.9.0,Get details about the current Continuous Integration environment,SHA-512,348c45e7986fe274aa42cc2401e88e8b5afcdf1cbc26574e1434d68ae839e4a06ef499db96771dd94e958879988077f4d533d94bbecd24184130a7568fd1d031,MIT,pkg:npm/ci-info@3.9.0,https://github.com/watson/ci-info,https://github.com/watson/ci-info/issues,git+https://github.com/watson/ci-info.git
library,is-installed-globally@0.4.0,,is-installed-globally,0.4.0,Check if your package was installed globally,SHA-512,8b01aa3b7276d5a692902ee35a71cffdd89f6b3c12ed215e22ac6feb012d2d4f18e4a9731538f2a9c4884f477cb38f9d0e12b2b6c93d3c96760644b9799c1045,MIT,pkg:npm/is-installed-globally@0.4.0,https://github.com/sindresorhus/is-installed-globally#readme,https://github.com/sindresorhus/is-installed-globally/issues,git+https://github.com/sindresorhus/is-installed-globally.git
library,global-dirs@3.0.1,,global-dirs,3.0.1,Get the directory of globally installed packages and binaries,SHA-512,3417061856c103db355730f8d505c31bedfefadf4c9f9b751692dd844498ea8298e206131695f8c0edeca8651ad12ae3b5b7e3deccd7d119de9a6ad54547542c,MIT,pkg:npm/global-dirs@3.0.1,https://github.com/isaacs/ini#readme,https://github.com/isaacs/ini/issues,git://github.com/isaacs/ini.git
library,global-dirs@3.0.1|ini@2.0.0,,ini,2.0.0,An ini encoder/decoder for node,SHA-512,ecf9c5e283770af645db7003840e7045a60442927cab281291bb535d605e5d65e61154572bed484dc8875b01e1b23bf54e65b432069c22fea1122e695f935074,ISC,pkg:npm/ini@2.0.0,https://github.com/isaacs/ini#readme,https://github.com/isaacs/ini/issues,git://github.com/isaacs/ini.git
library,is-path-inside@3.0.3,,is-path-inside,3.0.3,Check if a path is inside another path,SHA-512,15de200016fec9c18098aa2ef1e31fb42ba94a2af9951c6a7f8683fef774703daa7381cbd3b3a309eb8732bf11a380a831a782283074fc40813955a34f052f3d,MIT,pkg:npm/is-path-inside@3.0.3,https://github.com/sindresorhus/is-path-inside#readme,https://github.com/sindresorhus/is-path-inside/issues,git+https://github.com/sindresorhus/is-path-inside.git
library,is-npm@6.0.0,,is-npm,6.0.0,Check if your code is running as an npm script,SHA-512,2448f16d29ad3d2b7573c5d3915ae5ba371774a575fedbee43b1b029c025ca254b798150d951dab7cc5fac326c224842745fed67b0a2211deccb5e3573afa03d,MIT,pkg:npm/is-npm@6.0.0,https://github.com/sindresorhus/is-npm#readme,https://github.com/sindresorhus/is-npm/issues,git+https://github.com/sindresorhus/is-npm.git
library,is-yarn-global@0.4.1,,is-yarn-global,0.4.1,Check if installed by yarn globally without any `fs` calls,SHA-512,fe4a6997e47e2cee559a16121160115058e8752db90faf20be3f16ef3d08ece5a15256b9c56bbc28be82b41d95d11eb2aa19d181b71a44432be0410cea1b4b3d,MIT,pkg:npm/is-yarn-global@0.4.1,https://github.com/LitoMore/is-yarn-global#readme,https://github.com/LitoMore/is-yarn-global/issues,git+ssh://git@github.com/LitoMore/is-yarn-global.git
library,latest-version@7.0.0,,latest-version,7.0.0,Get the latest version of an npm package,SHA-512,2af353e17a8033375c2fa91ae939778b69587850e05cd0ae217fb1371e99315475745abe89d5ddf452ca34c388c74b7d989f7f1ee7725f8a19597650d142477a,MIT,pkg:npm/latest-version@7.0.0,https://github.com/sindresorhus/latest-version#readme,https://github.com/sindresorhus/latest-version/issues,git+https://github.com/sindresorhus/latest-version.git
library,package-json@8.1.1,,package-json,8.1.1,Get metadata of a package from the npm registry,SHA-512,71b1fd2002091cd8fdb978b5f7a255b1196dedc1ca6a4eaefdee8090bfdb9117a567bae52f75f560ac6c6706b7eb18a9384280b1db66686e9a009a0cd5fc76cc,MIT,pkg:npm/package-json@8.1.1,https://github.com/sindresorhus/package-json#readme,https://github.com/sindresorhus/package-json/issues,git+https://github.com/sindresorhus/package-json.git
library,got@12.6.1,,got,12.6.1,Human-friendly and powerful HTTP request library for Node.js,SHA-512,9938416e5be5005d5de0ee68ab2bcdf99c4b018c0824aedba4cc6062a3c3f68916d02dea9b91459fb93cd7542b72e101c1aa204779e0385a027ecea646feed79,MIT,pkg:npm/got@12.6.1,https://github.com/sindresorhus/got#readme,https://github.com/sindresorhus/got/issues,git+https://github.com/sindresorhus/got.git
library,@sindresorhus/is@5.6.0,@sindresorhus,is,5.6.0,Type check values,SHA-512,4d5eedf062986895ac9f4d2d143a81c3cf94aa6afc0347d1535b6f4d08726731afd2c24219140bdc918c237b9cb8aa375c865d50ff8bc7bfe0876b7795ec32ee,MIT,pkg:npm/%40sindresorhus/is@5.6.0,https://github.com/sindresorhus/is#readme,https://github.com/sindresorhus/is/issues,git+https://github.com/sindresorhus/is.git
library,@szmarczak/http-timer@5.0.1,@szmarczak,http-timer,5.0.1,Timings for HTTP requests,SHA-512,f8f9905f43e20183cc79561edb7ecb24062f38c616d63dab1f96113b24b76f8093549ba6df81df46f2af033a331c0406d139c735d51f63d9c2794c9102cfff73,MIT,pkg:npm/%40szmarczak/http-timer@5.0.1,https://github.com/szmarczak/http-timer#readme,https://github.com/szmarczak/http-timer/issues,git+https://github.com/szmarczak/http-timer.git
